"model","category","data","mac full","param full","mac backbone","param backbone","zen score","az-expressivity","az-progressivity","az-trainability","mAP50-95","meco","mlps","mambas","c2fs","maxvits"
"bench_model_000896.yaml","full heterogeneous","pedro_taf.yaml",1426481920,3833155,502132480,483408,48.51262462,51.91101909,-0.324134827,-1.565632171,0.573961451,14.069594,0,1,2,1
"bench_model_000698.yaml","full heterogeneous","pedro_taf.yaml",2949474304,8103875,1711042304,3531040,55.71407211,61.80824852,-0.466403008,-2.54500293,0.568633494,14.434107,0,2,2,0
"bench_model_000680.yaml","full heterogeneous","pedro_taf.yaml",2190483200,6169291,975887360,1695016,117.2090659,55.87056589,-0.377266407,-2.022990419,0.573446071,14.544797,2,0,2,0
"bench_model_000648.yaml","full heterogeneous","pedro_taf.yaml",1007123200,2361307,521457920,687432,42.11073327,52.19730377,-1.203124762,-2.353378884,0.541808702,13.868483,0,1,2,1
"bench_model_000078.yaml","full c2f","pedro_taf.yaml",1930493440,5615291,712741120,1133848,68.70704985,56.88229203,-0.317835331,-1.656190626,0.572531943,14.722865,0,0,4,0
"bench_model_000104.yaml","full c2f","pedro_taf.yaml",2798457600,8674099,890708480,1522608,61.37465632,59.01817966,-0.325742722,-1.732397172,0.572501205,14.851964,0,0,4,0
"bench_model_000042.yaml","full c2f","pedro_taf.yaml",1632199680,4840843,427656960,411368,60.12853378,51.16683936,-0.313797712,-1.455881844,0.571941139,14.575942,0,0,4,0
"bench_model_000928.yaml","full heterogeneous","pedro_taf.yaml",2169662848,6903935,634407808,1198892,79.75352204,55.31874228,-0.331408501,-1.716248781,0.556965323,14.580122,1,0,3,0
"bench_model_000772.yaml","full heterogeneous","pedro_taf.yaml",3148871168,8964491,1598847488,3188792,65.55620372,60.87089539,-0.419732094,-1.955629335,0.554053221,14.848097,1,1,1,1
"bench_model_000668.yaml","full heterogeneous","pedro_taf.yaml",3023526144,7568183,1481371904,1817060,73.86590898,58.14281249,-0.404339552,-2.289027554,0.562035767,14.012655,1,1,1,1
"bench_model_000974.yaml","full heterogeneous","pedro_taf.yaml",983475200,2400323,497648640,727472,59.09855425,52.72706962,-0.452412605,-1.887856427,0.570681193,13.921959,0,1,3,0
"bench_model_000732.yaml","full heterogeneous","pedro_taf.yaml",1474236480,3264805,783739200,808546,64.98263061,55.03171492,-0.316606522,-1.626564489,0.551029395,14.182152,1,0,3,0
"bench_model_000804.yaml","full heterogeneous","pedro_taf.yaml",1438783232,4246195,507542272,868032,60.05737185,53.67142749,-0.381910801,-1.793524388,0.593711439,14.582502,0,1,3,0
"bench_model_000556.yaml","full heterogeneous","pedro_taf.yaml",1151658240,3426451,462182400,967632,53.44008267,54.54300261,-0.313926697,-1.646372888,0.546930382,14.388793,0,0,3,1
"bench_model_000044.yaml","full c2f","pedro_taf.yaml",2823560960,7928787,926154240,837200,57.51018685,56.94520998,-0.31884861,-1.635823972,0.570511623,14.940128,0,0,4,0
"bench_model_000128.yaml","full mlp","pedro_taf.yaml",3044911808,9973601,1500791488,4219406,144.2638507,58.41129994,-0.386943817,-2.070879718,0.569271918,13.838602,4,0,0,0
"bench_model_000090.yaml","full c2f","pedro_taf.yaml",3048235520,9386867,757509120,767168,61.51460457,55.68051457,-0.297341585,-1.561730597,0.569097307,14.805736,0,0,4,0
"bench_model_000164.yaml","full mlp","pedro_taf.yaml",2082397440,4656335,1154850560,1296604,91.35273755,54.50982118,-0.378368139,-1.787102371,0.56907064,13.665618,4,0,0,0
"bench_model_000752.yaml","full heterogeneous","pedro_taf.yaml",2075677440,6282583,550593280,618500,57.49175417,52.74785066,-0.304160833,-1.400031193,0.568810894,14.609625,1,0,3,0
"bench_model_000524.yaml","full heterogeneous","pedro_taf.yaml",2046608128,6599863,1101563648,3144132,55.27998257,59.15842986,-0.322443724,-2.15448785,0.564516705,14.264699,0,1,2,1
"bench_model_000032.yaml","full c2f","pedro_taf.yaml",1113022720,3166915,423137280,708736,55.55392164,54.25482726,-0.306925774,-1.619250211,0.56750126,14.429788,0,0,4,0
"bench_model_000932.yaml","full heterogeneous","pedro_taf.yaml",2782491136,9202127,878062336,2054092,69.21851456,57.63860679,-0.408933163,-1.864540167,0.578303564,14.660245,1,1,2,0
"bench_model_000956.yaml","full heterogeneous","pedro_taf.yaml",2785472000,9110739,872922880,1930448,64.25174928,59.25001359,-0.391126633,-1.870317125,0.56986873,14.73799,0,1,3,0
"bench_model_000124.yaml","full c2f","pedro_taf.yaml",2455703040,7994875,558662400,890616,56.63805485,55.67879462,-0.318555117,-1.609846867,0.565708854,14.645285,0,0,4,0
"bench_model_000154.yaml","full mlp","pedro_taf.yaml",2780479680,7153477,1564736960,2678306,139.0671799,57.39940333,-0.397927523,-1.967468514,0.565420921,13.863919,4,0,0,0
"bench_model_000158.yaml","full mlp","pedro_taf.yaml",2892436992,7018359,1676404992,2536916,121.654388,57.43250132,-0.377064228,-1.824933356,0.564238067,13.85811,4,0,0,0
"bench_model_000148.yaml","full mlp","pedro_taf.yaml",3343502400,7210417,2125176640,2727182,123.9983778,58.7009685,-0.380577087,-2.091292432,0.562975535,13.915319,4,0,0,0
"bench_model_000006.yaml","full c2f","pedro_taf.yaml",2856441600,8505971,950167040,1355632,59.9638164,58.75323629,-0.303852081,-1.670311125,0.562514938,14.944277,0,0,4,0
"bench_model_000746.yaml","full heterogeneous","pedro_taf.yaml",2733317120,7049995,1192488960,1333688,55.76721394,57.83237672,-0.425963402,-1.873958067,0.559256029,14.097737,0,1,2,1
"bench_model_000528.yaml","full heterogeneous","pedro_taf.yaml",2478722240,6382529,948384960,689774,87.49458385,53.54025388,-0.43343854,-1.816521111,0.544224508,14.156316,1,0,3,0
"bench_model_000008.yaml","full c2f","pedro_taf.yaml",1395342080,4625099,457685760,1201624,65.39378834,55.3321538,-0.317332983,-1.838967455,0.560916938,14.483217,0,0,4,0
"bench_model_000220.yaml","full mlp","pedro_taf.yaml",2820928448,7704549,1599151808,3199810,97.87472892,58.94971895,-0.361529112,-1.837702897,0.56025624,13.883543,4,0,0,0
"bench_model_000050.yaml","full c2f","pedro_taf.yaml",986533120,2914291,302801920,477232,68.44453204,49.86432695,-0.307528019,-1.544523508,0.559878676,14.364695,0,0,4,0
"bench_model_000082.yaml","full c2f","pedro_taf.yaml",1767266560,4886579,562434560,453520,65.54197335,51.8817203,-0.311624765,-1.527175692,0.558674304,14.747738,0,0,4,0
"bench_model_000116.yaml","full c2f","pedro_taf.yaml",2721556480,9025395,441484800,435136,68.56616986,50.97460246,-0.344025373,-1.444605023,0.558308388,14.648767,0,0,4,0
"bench_model_000192.yaml","full mlp","pedro_taf.yaml",3880269056,9778643,1596508416,1180704,114.4021399,54.27629399,-0.422896862,-2.023449002,0.557849676,14.008706,4,0,0,0
"bench_model_000778.yaml","full heterogeneous","pedro_taf.yaml",3458595200,9307087,1559337600,2192460,101.7704124,58.03995013,-0.542832136,-2.354108691,0.557818987,14.045479,2,2,0,0
"bench_model_000144.yaml","full mlp","pedro_taf.yaml",1361750464,4031153,439118784,679870,82.09389722,49.24962378,-0.366763592,-1.68239556,0.556990254,13.454483,4,0,0,0
"bench_model_000786.yaml","full heterogeneous","pedro_taf.yaml",2102214144,6606867,573187584,915136,41.69393384,53.85476637,-0.458114386,-2.474439845,0.556821964,14.436345,0,2,2,0
"bench_model_000670.yaml","full heterogeneous","pedro_taf.yaml",2371136000,7447699,827025920,1708864,42.85001922,58.22332478,-0.302650452,-1.665345938,0.56271499,14.528931,0,0,2,2
"bench_model_000870.yaml","full heterogeneous","pedro_taf.yaml",2285150080,9839855,1332225920,6350332,68.60282218,60.99789977,-0.368568897,-2.056767536,0.537120604,14.595202,1,2,1,0
"bench_model_000894.yaml","full heterogeneous","pedro_taf.yaml",1228331008,3602627,538647808,1139328,62.27144468,54.30340314,-0.344280481,-1.78438594,0.554854679,14.337917,1,0,2,1
"bench_model_000890.yaml","full heterogeneous","pedro_taf.yaml",3330888960,9931399,1771024640,4124980,56.56530964,62.38699698,-0.388595581,-1.683914314,0.554673525,14.127222,2,1,1,0
"bench_model_000160.yaml","full mlp","pedro_taf.yaml",1288640896,2974199,608404096,557620,93.54351544,48.95796347,-0.37966156,-1.909125404,0.553911918,13.505065,4,0,0,0
"bench_model_000536.yaml","full heterogeneous","pedro_taf.yaml",2412710400,6589671,1193516800,2090308,109.2280717,57.59536219,-0.358520985,-2.043932973,0.532666366,13.8626995,2,0,1,1
"bench_model_000892.yaml","full heterogeneous","pedro_taf.yaml",1381895232,3234097,694270272,786798,41.29253292,53.32211399,-1.119631052,-2.163589177,0.553694717,13.74251,1,2,1,0
"bench_model_000626.yaml","full heterogeneous","pedro_taf.yaml",1698493440,5747707,991151360,3202488,44.01571536,60.56502318,-0.342026234,-2.201101567,0.548349044,14.079965,0,1,2,1
"bench_model_000088.yaml","full c2f","pedro_taf.yaml",3356524800,9875067,1050630400,1200328,55.09633589,59.26975012,-0.310544014,-1.664490501,0.553523963,14.943967,0,0,4,0
"bench_model_000972.yaml","full heterogeneous","pedro_taf.yaml",3290704000,9009843,1387765120,1900976,63.17644989,58.93352461,-0.407576084,-1.706190139,0.564596203,14.817905,1,1,1,1
"bench_model_000246.yaml","full mlp","pedro_taf.yaml",2377993536,6249653,1441573696,2839234,134.9551947,57.2282474,-0.384434223,-1.965936003,0.552863039,13.645339,4,0,0,0
"bench_model_000204.yaml","full mlp","pedro_taf.yaml",2065304960,4571147,1374398080,2115528,119.6824164,56.00640774,-0.444767714,-2.007765893,0.552851669,13.651013,4,0,0,0
"bench_model_000920.yaml","full heterogeneous","pedro_taf.yaml",2263087872,4127703,1337258752,766436,101.8934817,53.14504933,-0.411185741,-2.114236766,0.543986568,13.673394,2,1,1,0
"bench_model_000014.yaml","full c2f","pedro_taf.yaml",947726080,2577971,269744640,168432,57.19543409,45.21052074,-0.326859474,-1.433719924,0.552769694,14.374623,0,0,4,0
"bench_model_000022.yaml","full c2f","pedro_taf.yaml",2475930880,8048707,579256320,942144,57.80634308,56.02803636,-0.338279247,-1.648348925,0.552194089,14.665593,0,0,4,0
"bench_model_000240.yaml","full mlp","pedro_taf.yaml",1720606720,4302251,1233136640,2621208,162.6232898,55.15614486,-0.39477253,-2.240439648,0.551832461,13.356138,4,0,0,0
"bench_model_000950.yaml","full heterogeneous","pedro_taf.yaml",1134606720,3048767,450875520,611708,50.50533986,51.36051369,-0.378881693,-1.714238776,0.520988047,13.611385,1,0,1,2
"bench_model_000714.yaml","full heterogeneous","pedro_taf.yaml",2145260288,6227403,931811328,1754024,62.92006814,55.93518567,-0.582894087,-2.027217496,0.543943661,14.143028,1,1,1,1
"bench_model_000096.yaml","full c2f","pedro_taf.yaml",1441299200,3942331,514487040,577992,66.78241825,52.6954689,-0.349793434,-1.476554428,0.551304971,14.628394,0,0,4,0
"bench_model_000584.yaml","full heterogeneous","pedro_taf.yaml",1521323776,4000255,591552256,619788,58.02332079,53.11236811,-0.413447857,-1.805027594,0.551020366,13.901321,1,1,2,0
"bench_model_000622.yaml","full heterogeneous","pedro_taf.yaml",4265957312,9917181,1972366272,1303882,79.3136816,57.20389628,-0.394183874,-1.735479315,0.542240307,14.193179,1,0,2,1
"bench_model_000988.yaml","full heterogeneous","pedro_taf.yaml",1400808768,5122829,707631168,2640970,77.39932239,56.11817884,-0.422108889,-1.814020915,0.550817433,13.787275,2,1,1,0
"bench_model_000184.yaml","full mlp","pedro_taf.yaml",2646674496,8707613,1108457536,2974922,111.9194419,56.65619445,-0.384898424,-1.85555698,0.550601967,13.81519,4,0,0,0
"bench_model_000788.yaml","full heterogeneous","pedro_taf.yaml",3046312704,8448471,1499906304,2705540,61.00416923,60.16763043,-0.478823185,-1.959458479,0.550367366,13.943306,2,1,0,1
"bench_model_000248.yaml","full mlp","pedro_taf.yaml",1681850560,4266513,992167360,1805134,113.2726526,54.7997067,-0.41551137,-2.121852777,0.550325438,13.566844,4,0,0,0
"bench_model_000770.yaml","full heterogeneous","pedro_taf.yaml",1530997632,3177399,1044177792,1493796,141.7063222,54.18697739,-0.403409004,-2.266711514,0.553687616,13.396838,3,0,1,0
"bench_model_000234.yaml","full mlp","pedro_taf.yaml",1574992384,3708659,890851584,1270320,114.0497861,52.39189219,-0.398591995,-1.866953225,0.549910103,13.576238,4,0,0,0
"bench_model_000734.yaml","full heterogeneous","pedro_taf.yaml",3024136960,9430851,733812480,797072,55.17442131,54.91429353,-0.418467045,-1.842679127,0.549259394,14.727247,0,1,3,0
"bench_model_000156.yaml","full mlp","pedro_taf.yaml",2766779968,8420613,1227912768,2698162,111.3933535,57.02591658,-0.392439842,-1.847038564,0.549411536,13.832329,4,0,0,0
"bench_model_000526.yaml","full heterogeneous","pedro_taf.yaml",1046114304,3303195,560937984,1626248,102.1096568,53.31194067,-0.351401806,-1.993812524,0.520610907,13.9063015,2,0,1,1
"bench_model_000792.yaml","full heterogeneous","pedro_taf.yaml",2928381440,7225675,1379028480,1482744,36.69922411,60.47173882,-0.376515388,-1.760004671,0.54904375,14.325888,0,1,2,1
"bench_model_000720.yaml","full heterogeneous","pedro_taf.yaml",1497219584,4763443,564742144,1374528,44.68029308,55.92302823,-0.323516846,-1.475982228,0.525693768,14.433934,1,0,2,1
"bench_model_000126.yaml","full mlp","pedro_taf.yaml",2099366336,6271481,1164674496,2873350,135.6529126,56.08899617,-0.397334814,-2.060247448,0.548833926,13.592767,4,0,0,0
"bench_model_000658.yaml","full heterogeneous","pedro_taf.yaml",1474718464,3774591,552583424,431756,38.00735855,50.71471238,-0.330915689,-1.529891624,0.55641317,13.649881,1,0,1,2
"bench_model_000862.yaml","full heterogeneous","pedro_taf.yaml",2711278272,7855209,1165191872,2094870,87.28160739,58.53739142,-0.312924385,-1.977533818,0.567975997,14.562843,1,0,2,1
"bench_model_000564.yaml","full heterogeneous","pedro_taf.yaml",3612770048,9791807,1319993088,1165708,31.60810977,57.07718086,-0.482305527,-2.191712246,0.525244314,14.344726,0,2,1,1
"bench_model_000230.yaml","full mlp","pedro_taf.yaml",2426050176,7659583,1207709056,3149468,82.92453516,57.41160703,-0.356657028,-1.733226659,0.548230613,13.845147,4,0,0,0
"bench_model_000194.yaml","full mlp","pedro_taf.yaml",2658023168,6345019,1442280448,1872536,79.88573074,57.14810133,-0.364396572,-1.573536379,0.548196854,13.868786,4,0,0,0
"bench_model_000966.yaml","full heterogeneous","pedro_taf.yaml",3145727744,8440491,1246109184,1345448,42.78642994,57.46995163,-0.377752304,-2.320045522,0.523985199,14.847869,0,2,2,0
"bench_model_000196.yaml","full mlp","pedro_taf.yaml",1801129664,4973281,871358144,1592814,116.7665315,54.026685,-0.398513317,-1.91411881,0.547947655,13.55943,4,0,0,0
"bench_model_000216.yaml","full mlp","pedro_taf.yaml",2519721600,5869691,1585516160,2466184,120.7388697,56.95311046,-0.404122353,-1.950191664,0.547906633,13.67634,4,0,0,0
"bench_model_000106.yaml","full c2f","pedro_taf.yaml",2742798080,9204491,454117120,583512,54.29606277,53.41935158,-0.342756748,-1.551234208,0.547499746,14.582502,0,0,4,0
"bench_model_000076.yaml","full c2f","pedro_taf.yaml",2247486720,7326739,369264640,295056,57.97266847,49.07159185,-0.366909981,-1.335560418,0.547413089,14.513446,0,0,4,0
"bench_model_000510.yaml","full heterogeneous","pedro_taf.yaml",1134948864,2835475,452456704,411856,50.28193796,50.37348032,-0.608237267,-1.516107358,0.554269124,13.702834,1,1,2,0
"bench_model_000548.yaml","full heterogeneous","pedro_taf.yaml",3202049088,8087757,1311283008,1016906,84.84357166,54.80042815,-0.389243841,-1.915148747,0.556293661,14.020507,2,0,1,1
"bench_model_000640.yaml","full heterogeneous","pedro_taf.yaml",1301351680,3133759,615572480,692220,50.75104082,52.51434541,-0.63553834,-2.175445262,0.550678668,13.953671,0,2,2,0
"bench_model_000178.yaml","full mlp","pedro_taf.yaml",1303153408,3594871,817971968,1914852,129.5679429,52.9911828,-0.444569826,-2.150351788,0.546908677,13.303083,4,0,0,0
"bench_model_000030.yaml","full c2f","pedro_taf.yaml",688934400,1843219,210332160,197504,65.24652576,44.8981874,-0.372258425,-1.373524945,0.546469305,14.197338,0,0,4,0
"bench_model_000110.yaml","full c2f","pedro_taf.yaml",1226622720,4093963,297834240,714264,70.60948467,51.20490956,-0.415904999,-1.726732949,0.546462637,14.300009,0,0,4,0
"bench_model_000936.yaml","full heterogeneous","pedro_taf.yaml",3023391232,7627191,1800756992,3122452,104.6268516,59.77009249,-0.42148304,-2.322962906,0.553198986,13.926551,2,1,0,1
"bench_model_000188.yaml","full mlp","pedro_taf.yaml",1169649344,3104961,685783744,1430574,100.8590746,52.4014163,-0.377737045,-1.790116736,0.546212011,13.284755,4,0,0,0
"bench_model_000190.yaml","full mlp","pedro_taf.yaml",2856110144,7374653,1324792384,1684970,129.5369999,55.23539925,-0.402767658,-2.129336142,0.545791314,13.803924,4,0,0,0
"bench_model_000244.yaml","full mlp","pedro_taf.yaml",2855914304,8255877,971046464,1193090,113.913269,53.212569,-0.416897774,-1.927744648,0.545694072,13.931123,4,0,0,0
"bench_model_000880.yaml","full heterogeneous","pedro_taf.yaml",1260607296,3019181,579753536,598762,95.75983393,49.09665155,-0.432398319,-1.814724087,0.545350362,13.587556,3,0,1,0
"bench_model_000948.yaml","full heterogeneous","pedro_taf.yaml",3928411392,7899399,2380033792,2144180,57.67754197,60.41257358,-0.590657234,-2.199865102,0.540784494,13.981432,2,2,0,0
"bench_model_000140.yaml","full mlp","pedro_taf.yaml",1376392960,3015679,695746560,597820,93.33017099,49.39020538,-0.442919254,-1.772666703,0.545006277,13.508551,4,0,0,0
"bench_model_000500.yaml","full heterogeneous","pedro_taf.yaml",3037034240,7352911,1500798720,1647868,107.0151267,56.43720365,-0.364002705,-1.828566882,0.548000609,14.132363,2,0,2,0
"bench_model_000232.yaml","full mlp","pedro_taf.yaml",3643025664,9847819,1356812544,1257560,115.3301637,53.92150903,-0.421465158,-1.858915042,0.544853779,13.958398,4,0,0,0
"bench_model_000134.yaml","full mlp","pedro_taf.yaml",1952239552,4646413,1025670592,1282842,127.009105,52.99359989,-0.403064489,-1.888103614,0.544280458,13.598746,4,0,0,0
"bench_model_000172.yaml","full mlp","pedro_taf.yaml",2367594816,5396457,1161331776,966982,75.26311636,53.61608052,-0.380805969,-1.68446298,0.543701215,13.833272,4,0,0,0
"bench_model_000202.yaml","full mlp","pedro_taf.yaml",3554012032,9341287,1657337472,2234724,120.2040658,57.61110449,-0.362878323,-1.912868801,0.543362379,14.002621,4,0,0,0
"bench_model_000684.yaml","full heterogeneous","pedro_taf.yaml",1286197760,3428531,598163200,981872,75.80448544,53.9556787,-0.571636438,-1.853819508,0.543224383,14.452214,1,1,2,0
"bench_model_000712.yaml","full heterogeneous","pedro_taf.yaml",1615067520,3609695,696626560,282988,61.58942699,46.87856722,-0.465575933,-1.887055649,0.528942789,13.804571,1,1,2,0
"bench_model_000094.yaml","full c2f","pedro_taf.yaml",763936000,2430427,277605120,745288,61.01107466,51.74864912,-0.294999599,-1.716164349,0.542030712,14.227249,0,0,4,0
"bench_model_000036.yaml","full c2f","pedro_taf.yaml",911650560,2594643,232849920,182544,50.20116943,46.1061089,-0.384424925,-1.405992616,0.541961717,14.214663,0,0,4,0
"bench_model_000210.yaml","full mlp","pedro_taf.yaml",1641905152,4746563,714596352,1376080,102.2618155,52.91160941,-0.377178669,-1.676144512,0.541329361,13.541916,4,0,0,0
"bench_model_000226.yaml","full mlp","pedro_taf.yaml",980720000,2657311,498669440,997772,100.1437013,50.45604014,-0.397297382,-1.868236796,0.540873582,13.216655,4,0,0,0
"bench_model_000900.yaml","full heterogeneous","pedro_taf.yaml",1481375104,3349067,796622464,912648,85.72311711,52.58865523,-0.424028635,-1.983939411,0.512354477,13.5377,3,0,0,1
